Timestamp,ID,Date,Day,GoToSlp,Getup,Duration,Com,Quality,Reason,BreakfastTime,Breakfast,MorningSnack,LunchTime,Lunch,AfternoonSnack,DinnerTime,Dinner,EveningSnack,MorningAct,AfternoonAct,EveningAct
17/03/2016 13:01:06,28,17/03/2016,Thursday,23:30:00,7:10:00,7:40:00,No,5,,7:15:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",12:00:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans), Fruit products_(including juice), Seafood, Egg prodcuts","Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products_(including juice)",19:30:00,"Vegetables (including salad, beans), Meat products",,Work/study,Work/study,"Entertainment/relax (rest, watch TV or movies, play games, etc.)"
17/03/2016 13:05:04,16,17/03/2016,Thursday,23:45:00,8:15:00,8:30:00,No,5,,10:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)",,12:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)",,18:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products","Grain products (rice, noodles, bread, pizza, pasta, etc.), Alcohol drink (including beer, wine)",,Walk (as a transportation or shopping),"Social activities (party, communication with people more than 20 mins)"
17/03/2016 13:15:34,12,17/03/2016,Thursday,0:00:00,9:15:00,9:15:00,No,4,,9:10:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",,12:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products",,19:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products",Fruit products_(including juice),Work/study,Work/study,"Entertainment/relax (rest, watch TV or movies, play games, etc.)"
17/03/2016 13:16:11,6,17/03/2016,Thursday,2:50:00,6:40:00,3:50:00,No,1,I worried about my project,7:40:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)",,12:10:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products, Egg prodcuts",,18:10:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Seafood",,"Drive or take bus/car/train, Work/study","Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)","Drive or take bus/car/train, Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.), Sleep"
17/03/2016 13:18:15,15,17/03/2016,Thursday,1:00:00,7:55:00,6:55:00,No,3,,10:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",12:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.)","Caffeine drink (including coffee, tea, cola)",21:00:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products","Alcohol drink (including beer, wine)",Bike (as a transportation),Bike (as a transportation),"Entertainment/relax (rest, watch TV or movies, play games, etc.), Social activities (party, communication with people more than 20 mins)"
17/03/2016 13:22:17,7,17/03/2016,Thursday,23:45:00,8:00:00,8:15:00,No,4,,8:45:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Caffeine drink (including coffee, tea, cola)",,12:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.)",Fruit products_(including juice),18:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans)",,"Bike (as a transportation), Work/study",Work/study,"Bike (as a transportation), Work/study, Sport (workout, cycling, swimming, etc.)"
17/03/2016 13:34:44,24,17/03/2016,Thursday,22:40:00,8:33:00,9:53:00,No,4,,8:50:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Meat products","Grain products (rice, noodles, bread, pizza, pasta, etc.), Egg prodcuts",12:33:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Egg prodcuts","Grain products (rice, noodles, bread, pizza, pasta, etc.), Egg prodcuts",18:34:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Seafood, Egg prodcuts","Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Fruit products_(including juice), Seafood","Bike (as a transportation), Work/study",Work/study,"Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)"
17/03/2016 13:42:26,2,17/03/2016,Thursday,1:40:00,9:00:00,7:20:00,No,2,sleep late,9:45:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.)",,12:00:00,"Potato products (potato, chip, fries), Fruit products_(including juice)","Sweet food (cookie, cakes, chocolate, sugar, etc.)",17:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products","Alcohol drink (including beer, wine)",Work/study,Work/study,"Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)"
17/03/2016 13:56:13,30,17/03/2016,Thursday,23:54:00,8:18:00,8:24:00,No,4,,8:50:00,"Sandwich (if you eat this composite dish also choose the components inside), Dairy products (milk, cheese, butter, etc.)","Sweet food (cookie, cakes, chocolate, sugar, etc.)",12:55:00,"Sandwich (if you eat this composite dish also choose the components inside), Meat products",Nuts,18:55:00,"Potato products (potato, chip, fries), Meat products","Vegetables (including salad, beans)",Work/study,Work/study,Work/study
17/03/2016 14:50:16,14,17/03/2016,Thursday,23:00:00,8:00:00,9:00:00,No,2,eat too much,8:30:00,"Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Fruit products (including juice), Caffeine drink (including coffee, tea, cola)",12:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",21:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Alcohol drink (including beer, wine)",,"Drive or take bus/car/train, Work/study",Work/study,"Drive or take bus/car/train, Social activities (party, communication with people more than 20 mins)"
17/03/2016 15:13:20,29,17/03/2016,Thursday,23:27:00,7:30:00,8:03:00,No,3,,8:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",,,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.)",16:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Seafood","Potato products (potato, chip, fries)","Drive or take bus/car/train, went to hospital and orthodontist","Entertainment/relax (rest, watch TV or movies, play games, etc.), Social activities (party, communication with people more than 20 mins)","Drive or take bus/car/train, Sleep"
17/03/2016 15:45:24,20,17/03/2016,Thursday,23:45:00,7:15:00,7:30:00,Yes,5,,7:30:00,"Dairy products (milk, cheese, butter, etc.), Nuts",Nuts,13:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Meat products","Sweet food (cookie, cakes, chocolate, sugar, etc.)",20:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Vegetables (including salad, beans), Meat products, Egg prodcuts","Alcohol drink (including beer, wine)","Drive or take bus/car/train, Work/study",Work/study,"Drive or take bus/car/train, Work/study"
17/03/2016 18:04:45,21,17/03/2016,Thursday,0:30:00,8:30:00,8:00:00,Yes,4,,9:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",13:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Meat products, Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",19:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Meat products, Caffeine drink (including coffee, tea, cola)","Nuts, Alcohol drink (including beer, wine)","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.), Social activities (party, communication with people more than 20 mins)"
17/03/2016 18:42:05,25,17/03/2016,Thursday,22:30:00,6:40:00,8:10:00,Yes,5,,6:50:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",12:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products_(including juice), Caffeine drink (including coffee, tea, cola)",,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.)",Fruit products_(including juice),"Drive or take bus/car/train, Work/study","Walk (as a transportation or shopping), Drive or take bus/car/train, Work/study","Bike (as a transportation), Sport (workout, cycling, swimming, etc.)"
17/03/2016 22:46:13,26,17/03/2016,Thursday,22:00:00,7:30:00,9:30:00,No,3,,8:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",12:50:00,"Sandwich (if you eat this composite dish also choose the components inside), Fruit products_(including juice), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",19:00:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Seafood, Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.), Social activities (party, communication with people more than 20 mins)"
18/03/2016 07:43:15,16,18/03/2016,Friday,23:45:00,6:55:00,7:10:00,No,4,,9:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)",,13:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Meat products, Caffeine drink (including coffee, tea, cola)","Nuts, Alcohol drink (including beer, wine)",19:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans)","Sweet food (cookie, cakes, chocolate, sugar, etc.)",Bike (as a transportation),"Walk (as a transportation or shopping), Social activities (party, communication with people more than 20 mins)",Bike (as a transportation)
18/03/2016 08:08:24,8,18/03/2016,Friday,23:59:00,7:45:00,7:46:00,Yes,5,,7:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)",,12:00:00,"Potato products (potato, chip, fries), Meat products",,19:00:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products, Alcohol drink (including beer, wine)",,"Bike (as a transportation), Work/study","Bike (as a transportation), Work/study","Bike (as a transportation), Social activities (party, communication with people more than 20 mins)"
18/03/2016 08:34:27,28,18/03/2016,Friday,22:30:00,7:05:00,8:35:00,No,5,,7:30:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",12:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products_(including juice), Meat products","Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products_(including juice)",20:00:00,"Vegetables (including salad, beans), Meat products",,Work/study,Work/study,"Entertainment/relax (rest, watch TV or movies, play games, etc.)"
18/03/2016 08:47:52,29,18/03/2016,Friday,23:30:00,7:00:00,7:30:00,No,4,,8:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)","Dairy products (milk, cheese, butter, etc.)",14:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Seafood, Egg prodcuts","Sweet food (cookie, cakes, chocolate, sugar, etc.)",19:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products",,"Drive or take bus/car/train, Work/study","Walk (as a transportation or shopping), Drive or take bus/car/train, Work/study","Bike (as a transportation), Sport (workout, cycling, swimming, etc.), Sleep"
